TU_ID	Gene_name	Left	Right	Strand	Expression_EP	Description
2105	fumE-yggC	3073754	3074972	-	2.104418451546353	fumE-yggC
2106	tsaB-yeaY	1892787	1894102	-	3.9360070677954355	tsaB-yeaY
2107	yfhL	2699441	2699700	+	1.0227616345433324	yfhL
2108	deoR	883520	884277	-	1.957995055555907	deoR
2109	yacG	111649	111845	-	3.74209995342871	yacG
2110	ydeQ	1589656	1590569	-	0.032305691884094136	ydeQ
2111	yfcE	2425802	2426355	-	3.985427538251823	yfcE
2112	aspU	228928	229003	+	23.65521944531203	aspU
2113	pgsA	1995528	1996075	-	4.735778672034772	pgsA
2114	pdxY	1717862	1718724	-	5.120401217994775	pdxY
2115	yhfK	4152645	4154746	-	3.014516762750448	yhfK
2116	insN-2	4512999	4513264	+	1.4430765134347345	insN-2
2117	yegW	2186491	2187236	-	1.1894240147263728	yegW
2118	pspE	1372525	1372838	+	7.2253860088413475	pspE
2119	yajO	436385	437358	-	2.3648093402519255	yajO
2120	nrdG	4465702	4466165	-	1.6472330063762852	nrdG
2121	fucR	2939146	2939876	+	2.5401951822630875	fucR
2122	aceK	4223308	4225043	+	1.8909652441122933	aceK
2123	yadC	149715	150952	-	0.10763405576229718	yadC
2124	glxK	541112	542256	+	0.06365961265485638	glxK
2125	gcvP	3045904	3048818	-	10.826236899846068	gcvP
2126	rrfG	228756	228874	+	275.1862064473373	rrfG
2127	cysH	2887356	2888089	-	0.16433185225673763	cysH
2128	argQ	2817562	2817637	-	5.895082391859476	argQ
2129	cadA	4362270	4364416	-	0.12707465093775336	cadA
2130	csgC	1106324	1106655	+	0.07337269541019285	csgC
2131	ybjN	894501	894976	+	6.123540783747065	ybjN
2132	dhaM	1250395	1251812	-	20.4574715282892	dhaM
2133	ubiX	2434598	2435193	-	1.4539436058666164	ubiX
2134	yjfKLMC	4417104	4419992	+	0.06682281360945819	yjfKLMC
2135	yjiXA	4593711	4594880	-	16.816688806431277	yjiXA
2136	rfbACX	2111596	2114277	-	8.587537559411482	rfbACX
2137	rrlH-rrfH	225759	228874	+	30929.805644068972	rrlH-rrfH
2138	waaZU	3841341	3843297	+	0.8990574247033396	waaZU
2139	rrlB-rrfB	3466000	3469161	-	30760.57505300932	rrlB-rrfB
2140	rrlB-rrfB	3465841	3469161	-	29288.291775763166	rrlB-rrfB
2141	caiCDE	34781	37823	-	0.13536662921640888	caiCDE
2142	rrlE-rrfE	4214755	4217870	+	31179.2623473143	rrlE-rrfE
2143	nuoMN	2395797	2398832	-	8.820320964579016	nuoMN
2144	mreCD	3399364	3400954	-	3.0008151171077153	mreCD
2145	rrlA-rrfA	3597167	3600283	-	32090.152952262415	rrlA-rrfA
2146	ykfGH-yafW-ykfI	262552	263955	-	0.6447733165139488	ykfGH-yafW-ykfI
2147	glcBA	3119375	3123582	-	0.5893934169965606	glcBA
2148	deoABD	4624031	4627403	+	26.4349042948419	deoABD
2149	menDHBCE	2379440	2385050	-	1.286665723791903	menDHBCE
2150	yaiA-aroM	406203	407328	+	2.342632011639324	yaiA-aroM
2151	alsBACE	4313583	4317841	-	0.25867788436562866	alsBACE
2152	tyrV-tpr	1289708	1290026	-	2.646704206269382	tyrV-tpr
2153	pspBCDE	1371637	1372838	+	2.5918815561716504	pspBCDE
2154	tdcBCDEFG	3258063	3262254	-	0.4200238493380731	tdcBCDEFG
2155	phnLMNOP	4320144	4323694	-	0.17582988998547247	phnLMNOP
2156	yjiT	4578216	4579732	+	3.302088183812204	yjiT
2157	glnW-metU-glnVX	697936	698373	-	13.220796820629053	glnW-metU-glnVX
2158	yafU	238746	239083	-	0.07265857652829566	yafU
2159	yehR	2215681	2216141	+	0.2219460405665605	yehR
2160	ydeO	1585762	1586522	-	0.00838112437813783	ydeO
2161	yiaA	3914176	3914612	+	0.05663004737271884	yiaA
2162	yccE	1065580	1066835	+	0.019595272428872098	yccE
2163	yrdA	4211748	4212301	-	8.105314740027312	yrdA
2164	yjhIHG	4527929	4531604	-	0.35484578438298314	yjhIHG
2165	ypjM_1M_2	2772614	2772935	-	0.3519542874383507	ypjM_1M_2
2166	yrfG-hslR	4111789	4112868	-	4.4103484594714	yrfG-hslR
2167	yibA	3874358	3875199	-	0.3258704980322892	yibA
2168	casDE12	2878347	2880825	-	0.3706522085028137	casDE12
2169	osmF-yehYXW	2220201	2223936	-	0.2938563154929783	osmF-yehYXW
2170	hspQ	1029948	1030264	-	10.213074833856785	hspQ
2171	hfq-hflXKC	4406090	4410105	+	22.565339442274094	hfq-hflXKC
2172	tsaE-amiB-mutL-miaA-hfq-hflXKC	4401387	4410105	+	13.775299732505587	tsaE-amiB-mutL-miaA-hfq-hflXKC
